STD_ID,YEAR_ID,GENDER_ID,NATIONALITY,MAJOR_ID,STS_ID,PUNISH_STS_ID,ACC_HOURS,ACC_AVG,BRANCH_COUNTRY,BRANCH_AVG,ACD_STS_ID,ACD_STS
2750,2002,1,1,2,2,0,132,64.2,1,77.2,1,0
2751,2002,1,1,3,2,0,160,80.8,1,80,1,0
2752,2002,1,1,3,2,0,160,70.5,313,93.5,1,0
2753,2002,1,1,3,2,0,160,80.7,1,85.5,1,0
2754,2002,1,1,4,4,0,0,,1,85,10,1
2755,2002,1,1,4,3,0,33,54.4,310,88.8,1,0
2756,2002,1,1,4,4,0,68,63.4,1,80.6,10,1
2757,2002,1,1,2,2,0,132,62.8,313,88.7,1,0
2758,2002,1,2,3,4,0,10,64.1,310,95.3,10,1
2759,2002,1,1,3,2,0,160,73.7,1,86.5,1,0
2760,2002,1,1,24,2,0,135,74.6,1,76.1,1,0
2761,2002,1,321,4,2,0,160,81.5,321,83.5,1,0
2762,2002,1,1,2,2,0,132,65.3,310,88.2,1,0
2763,2002,1,1,2,2,0,132,64.3,310,94.5,1,0
2764,2002,1,321,4,2,0,160,86.1,321,92.5,1,0
2765,2002,1,1,2,7,0,72,60.2,1,73.3,1,0
2766,2002,1,1,4,4,0,23,50.2,310,93.6,10,1
2767,2002,2,1,2,2,0,132,69.8,1,71.3,1,0
2768,2002,1,1,2,2,0,132,71.5,1,78.5,1,0
2769,2002,1,1,3,3,0,67,56.3,310,89.5,5,0
2770,2002,1,1,3,2,4,160,65.9,1,81.8,1,0
2771,2002,1,1,2,2,0,132,64.6,1,77.9,1,0
2772,2002,1,1,2,7,0,69,67.1,1,70.4,1,0
2773,2002,2,1,2,2,0,132,71,610,88.8,1,0
2774,2002,1,1,24,3,0,32,50.5,1,65.1,1,0
2775,2002,1,1,3,2,0,160,65.4,1,80,1,0
2776,2002,1,2,4,2,0,160,81,1,92,1,0
2777,2002,1,1,3,2,0,160,72.3,1,84.9,1,0
2778,2002,1,1,24,4,0,56,63.2,310,90.6,10,1
2779,2002,1,1,2,2,0,132,63,800,76.3,1,0
2780,2002,1,1,3,2,0,160,82.7,1,86.1,1,0
2781,2002,1,1,2,2,0,132,62.6,1,76.2,1,0
2782,2002,2,1,4,2,0,160,67.2,1,88.1,1,0
2783,2002,2,1,4,2,0,160,63.1,313,90.8,1,0
2784,2002,1,1,2,2,0,132,63.1,610,76.3,1,0
2785,2002,1,1,4,2,0,160,62.5,1,84.2,1,0
2786,2002,2,1,3,2,0,160,70.2,1,84.5,1,0
2787,2002,1,1,24,3,0,32,53.4,1,75.2,1,0
2788,2002,1,1,3,4,0,32,65.2,610,91.9,10,1
2789,2002,1,1,2,2,0,132,73.2,1,81.9,1,0
2790,2002,2,1,2,2,0,132,69.2,1,77,1,0
2791,2002,1,1,2,2,0,135,68.6,1,77.9,1,0
2792,2002,1,1,24,4,0,60,62.9,1,64.8,10,1
2793,2002,2,1,2,2,0,132,76.7,610,83.8,1,0
2794,2002,1,321,2,2,0,132,66,321,75.4,1,0
2795,2002,1,1,4,4,0,65,61.2,313,92.8,10,1
2796,2002,1,1,2,2,0,132,75.5,1,74.5,1,0
2797,2002,1,2,2,2,0,132,70.4,1,74.1,1,0
2798,2002,1,1,4,4,0,33,62.4,610,80.6,10,1
2799,2002,1,1,24,4,0,24,59.2,610,78.1,5,0
2800,2002,2,1,2,2,0,132,61.8,610,81.9,1,0
2801,2002,1,1,2,7,0,65,58.5,1,71.7,5,0
2802,2002,1,1,24,3,0,13,45.8,1,77.3,1,0
2803,2002,2,1,2,2,0,132,71.6,1,74.6,1,0
2804,2002,1,1,4,4,0,0,0,610,80,10,1
2805,2002,1,1,4,7,0,17,79.6,2,93.6,1,0
2806,2002,2,1,2,2,0,132,85.4,1,65.7,1,0
2807,2002,2,1,4,2,0,160,64.3,1,81.4,1,0
2808,2002,1,1,3,2,0,160,71.9,1,83.1,1,0
2809,2002,2,1,24,3,3,69,58.6,610,76.9,4,0
2810,2002,1,1,3,2,0,160,74.7,1,82.5,1,0
2811,2002,2,1,2,2,0,132,70.5,2,86.1,1,0
2812,2002,1,1,4,4,0,0,0,2,85.9,10,1
2813,2002,1,1,3,2,0,160,71.4,1,84.9,1,0
2814,2002,2,1,24,4,0,37,69.2,310,93.8,10,1
2815,2002,2,1,24,7,0,59,62.8,1,80.4,1,0
2816,2002,1,1,6,7,0,68,60.5,1,61.9,1,0
2817,2002,2,2,4,3,0,49,56.4,2,85,4,0
2818,2002,1,2,3,2,0,160,63.5,2,82,1,0
2819,2002,1,1,3,4,0,75,62.8,310,96,10,1
2820,2002,1,1,2,2,0,132,71.9,610,83.8,1,0
2821,2002,1,1,2,2,0,132,60,2,64.1,4,0
2822,2002,1,1,4,2,0,160,61.2,1,83.9,1,0
2823,2002,1,1,24,4,0,0,0,1,68.6,10,1
2824,2002,1,1,2,2,0,132,65.4,1,74.6,1,0
2825,2002,2,1,2,2,0,132,62.9,320,71.9,1,0
2826,2002,1,1,4,4,0,54,62.4,1,81.6,10,1
2827,2002,1,1,3,2,0,160,61.7,1,83.7,1,0
2828,2002,2,1,2,2,0,132,67.9,1,79.9,1,0
2829,2002,1,1,3,2,0,160,82.1,1,93.4,1,0
2830,2002,1,2,2,2,0,132,77.4,2,84.7,1,0
2831,2002,2,1,24,3,0,60,58.1,310,85.2,2,0
2832,2002,2,1,2,2,0,132,72.3,610,85,1,0
2833,2002,1,1,2,2,0,132,68,1,68,1,0
2834,2002,2,321,4,2,0,160,76.6,1,91.8,1,0
2835,2002,1,1,2,2,0,132,64.5,1,61.3,1,0
2836,2002,2,1,2,2,0,132,80,1,87.9,1,0
2837,2002,1,1,4,2,0,160,62.7,1,84.7,1,0
2838,2002,1,1,4,2,0,160,61.2,1,86,1,0
2839,2002,1,2,3,4,0,108,67.6,610,90,10,1
2840,2002,1,1,3,7,0,3,42.7,1,80,1,0
2841,2002,2,1,2,2,4,132,63,1,80.7,1,0
2842,2002,2,1,2,2,1,135,70.7,1,75.3,1,0
2843,2002,1,1,3,3,0,36,58.6,310,91,1,0
2844,2002,1,330,3,4,0,58,59.1,1,78,10,1
2845,2002,2,1,24,4,0,54,61.5,1,68.5,10,1
2846,2002,2,1,4,2,0,160,72.2,1,90.1,1,0
2847,2002,1,2,2,2,0,132,85.3,1,88.8,1,0
2848,2002,2,1,24,2,0,135,72.8,1,81.8,1,0
2849,2002,1,1,2,2,0,135,62.3,1,71.4,1,0
2850,2002,1,317,24,2,0,135,85.4,317,82.5,1,0
2851,2002,1,1,2,2,0,132,72.3,1,79.2,1,0
2852,2002,1,1,24,4,0,57,62.2,1,69.2,10,1
2853,2002,2,1,24,7,0,31,64.9,1,88.5,1,0
2854,2002,2,660,4,2,0,160,62.8,1,77.3,1,0
2855,2002,1,1,2,2,0,132,65.1,1,62.7,1,0
2856,2002,1,1,2,2,0,132,68.2,1,69.2,1,0
2857,2002,2,1,2,2,0,132,65.4,1,71.3,1,0
2858,2002,1,1,2,2,0,132,71.7,1,77.3,1,0
2859,2002,1,1,24,3,0,49,56.6,1,67.6,4,0
2860,2002,1,1,24,4,0,23,53.4,1,68.3,10,1
2861,2002,1,1,24,3,0,17,48.8,310,84,1,0
2862,2002,1,1,24,4,0,54,58.3,1,66.8,10,1
2863,2002,1,1,2,2,0,132,64.4,1,70,1,0
2864,2002,1,1,3,2,0,160,60.7,610,87.5,1,0
2865,2002,1,1,2,2,0,132,69.5,1,79.9,1,0
2866,2002,1,625,24,4,0,23,55.3,1,69.8,10,1
2867,2002,1,1,24,7,0,12,63.3,1,73.1,1,0
2868,2002,1,1,2,2,0,132,60.3,1,66.4,1,0
2869,2002,2,1,2,2,0,132,62.9,1,61.2,1,0
2870,2002,1,1,2,2,0,132,81.5,1,76.4,1,0
2871,2002,1,1,24,4,0,18,77.5,1,78.8,10,1
2872,2002,1,1,2,2,0,132,70.2,1,72.3,1,0
2873,2002,1,1,2,2,0,132,60,1,73,1,0
2874,2002,1,1,24,4,0,12,55.5,1,70.6,10,1
2875,2002,1,1,2,2,0,132,62.7,1,75,1,0
2876,2002,1,1,24,7,0,9,54.5,1,65.1,1,0
2877,2002,1,1,24,7,0,22,55.4,1,78.7,5,0
2878,2002,1,1,24,4,0,20,52.5,1,71.8,10,1
2879,2002,1,1,24,7,0,6,53,1,73.2,1,0
2880,2002,2,2,24,7,0,12,59.7,310,70.4,1,0
2881,2002,1,1,2,2,0,132,60.4,1,64.5,1,0
2882,2002,2,1,3,2,0,160,67.7,1,87,1,0
2883,2002,1,1,2,2,0,132,61,1,71.8,1,0
2884,2002,1,1,2,2,0,132,61.7,1,66.4,1,0
2885,2002,1,1,2,2,0,132,78.5,1,68.1,1,0
2886,2002,1,1,4,2,0,160,86.3,1,80.5,1,0
2887,2002,1,1,24,4,0,6,46.2,1,70,10,1
2888,2002,1,1,4,2,0,160,70.3,1,81.9,1,0
2889,2002,1,1,24,4,0,6,47.8,1,67.5,10,1
2890,2002,1,1,2,2,0,132,68.6,1,72.4,1,0
2891,2002,1,1,4,2,0,160,73.4,312,91.5,1,0
2892,2002,2,1,2,2,0,132,74.1,1,81.3,1,0
2893,2002,1,2,3,2,0,160,66.6,2,87.4,1,0
2894,2002,1,1,24,3,0,12,46.1,313,83.4,1,0
2895,2002,1,1,3,2,0,160,68,1,80.1,1,0
2896,2002,2,1,2,2,0,132,85.4,313,95.8,1,0
2897,2002,1,1,2,2,0,132,75,313,94.2,1,0
2898,2003,1,1,2,2,0,132,60.4,1,71.2,1,0
2899,2003,1,1,3,4,0,39,73.7,1,84.3,10,1
2900,2003,1,1,3,2,0,160,64.1,1,84.1,1,0
2901,2003,1,1,2,2,0,132,65.6,1,64.6,1,0
2902,2003,1,1,5,2,0,160,92.2,1,82.1,1,0
2903,2003,2,1,3,2,0,160,63.6,1,81.4,1,0
2904,2003,1,1,2,2,0,132,63.9,1,63.4,1,0
2905,2003,1,1,3,4,0,42,60.9,310,90.8,10,1
2906,2003,1,1,4,2,0,160,73.8,1,83.4,1,0
2907,2003,1,1,2,2,0,132,60.8,1,72.8,1,0
2908,2003,1,1,24,4,0,25,54.1,313,82.3,10,1
2909,2003,1,1,2,2,0,132,66.3,314,88.6,1,0
2910,2003,1,1,2,2,0,132,67.2,1,83.2,1,0
2911,2003,1,1,2,2,0,132,77.1,1,88.9,1,0
2912,2003,1,1,2,2,0,132,61.9,1,70.2,1,0
2913,2003,1,2,2,2,0,132,69.9,2,83.2,1,0
2914,2003,2,1,2,2,0,132,67.4,1,71.8,1,0
2915,2003,1,1,2,7,0,50,60.4,1,64.1,1,0
2916,2003,1,1,5,2,0,160,62.6,1,81.4,1,0
2917,2003,1,1,4,4,0,48,59,310,92.5,10,1
2918,2003,1,1,4,2,0,160,61.1,1,80.7,1,0
2919,2003,1,1,2,2,0,132,62.2,1,60.5,1,0
2920,2003,1,1,2,2,0,132,73.9,1,66.7,1,0
2921,2003,2,1,2,2,0,132,69.4,1,75,1,0
2922,2003,1,1,2,2,0,132,61.9,1,60.5,1,0
2923,2003,1,1,4,2,0,160,77.3,1,80.5,1,0
2924,2003,1,1,2,2,0,132,64,1,67.2,1,0
2925,2003,1,1,4,2,4,160,73.5,1,89.2,1,0
2926,2003,1,1,2,2,0,132,73.2,1,72.7,1,0
2927,2003,1,1,4,2,0,160,71.3,1,84,1,0
2928,2003,1,1,24,4,0,50,62.6,1,62.2,10,1
2929,2003,2,1,2,2,0,132,74.5,1,82.6,1,0
2930,2003,1,1,2,7,0,52,56.8,1,61.5,5,0
2931,2003,2,1,24,7,0,3,35,1,66.2,1,0
2932,2003,1,1,24,3,0,25,51.6,313,64.5,4,0
2933,2003,1,1,2,2,0,132,64,1,74.4,1,0
2934,2003,1,1,2,2,0,132,65.5,314,88.8,1,0
2935,2003,1,1,2,2,0,132,73.8,1,77.8,1,0
2936,2003,1,1,2,2,0,132,70.3,1,74.8,1,0
2937,2003,1,2,3,4,0,7,49.4,310,89.3,10,1
2938,2003,1,1,3,2,0,160,65.2,1,81.9,1,0
2939,2003,1,1,4,2,0,160,70.4,2,84.7,1,0
2940,2003,1,2,4,7,0,17,85.4,310,98.9,1,0
2941,2003,1,1,2,2,0,132,62.7,1,80.4,1,0
2942,2003,2,2,4,2,0,160,86.7,1,96.3,1,0
2943,2003,1,1,2,2,0,132,65.9,1,65,1,0
2944,2003,1,1,2,2,0,132,78.2,1,84.1,1,0
2945,2003,1,1,2,2,0,132,61.2,1,67.5,1,0
2946,2003,1,1,7,2,0,132,66.8,310,89.2,1,0
2947,2003,1,1,24,4,0,22,52.4,310,63.7,10,1
2948,2003,1,1,2,2,0,132,68.1,1,64.5,1,0
2949,2003,1,2,4,4,0,0,0,310,95.4,10,1
2950,2003,2,1,2,2,0,132,72.4,1,77.2,1,0
2951,2003,1,1,24,7,0,6,35,1,76.6,1,0
2952,2003,1,1,4,7,0,0,0,310,84.8,1,0
2953,2003,1,1,2,2,0,132,69.8,1,74.3,1,0
2954,2003,1,1,3,2,0,160,63.8,1,89.2,1,0
2955,2003,1,1,5,2,0,160,81,1,82.4,1,0
2956,2003,2,1,2,2,0,132,71.9,1,73.9,1,0
2957,2003,1,1,3,2,0,160,71.7,1,84,1,0
2958,2003,2,1,2,2,0,132,67.1,1,64.2,1,0
2959,2003,1,1,2,2,0,132,61.2,1,66,1,0
2960,2003,1,1,24,4,0,15,75.5,610,78.8,10,1
2961,2003,1,1,4,2,0,160,74,1,82,1,0
2962,2003,1,1,2,2,0,132,85.3,1,75.3,1,0
2963,2003,1,1,2,2,0,132,65.7,1,62,1,0
2964,2003,2,1,4,7,0,0,35,1,84.5,1,0
2965,2003,1,1,2,4,0,65,62.8,1,75.5,10,1
2966,2003,1,1,4,2,0,160,84.8,2,96.9,1,0
2967,2003,1,1,3,2,3,160,68.5,610,82.5,1,0
2968,2003,1,2,2,2,0,132,77.2,1,65,1,0
2969,2003,1,2,3,2,0,160,67.7,2,85.5,1,0
2970,2003,2,1,4,2,0,160,74.5,1,84.6,1,0
2971,2003,2,1,2,2,0,132,62.6,1,82.1,1,0
2972,2003,1,1,24,3,0,3,41.2,310,71.1,1,0
2973,2003,1,1,4,2,0,160,69.3,1,83.1,1,0
2974,2003,1,1,6,2,0,132,64.9,1,71.7,1,0
2975,2003,1,1,2,2,0,132,61,1,64.9,1,0
2976,2003,1,1,4,2,0,160,70.8,1,84.1,1,0
2977,2003,1,1,2,3,0,62,58,310,87.6,7,1
2978,2003,1,1,4,2,0,160,77.5,1,84.5,1,0
2979,2003,1,1,2,2,0,132,71.7,1,64,1,0
2980,2003,1,1,2,2,0,132,79.4,1,76.6,1,0
2981,2003,2,1,2,2,0,132,79.8,1,71.1,1,0
2982,2003,1,1,2,2,0,132,64.3,1,69.7,1,0
2983,2003,1,1,2,2,0,132,63.7,1,76.6,1,0
2984,2003,1,1,2,2,0,132,76,1,73.3,1,0
2985,2003,1,1,2,7,1,93,60.3,1,73.2,1,0
2986,2003,1,1,3,2,0,160,69.2,1,81.3,1,0
2987,2003,1,1,4,2,0,160,85,1,94.2,3,0
2988,2003,1,1,2,2,0,132,73.8,1,75.7,1,0
2989,2003,2,1,4,2,0,160,91.5,1,96.5,1,0
2990,2003,1,1,2,4,0,50,58.6,1,60,10,1
2991,2003,1,1,2,2,0,132,85.7,610,93.8,3,0
2992,2003,1,320,3,2,0,160,69.9,1,78.2,1,0
2993,2003,1,1,2,2,0,132,71.3,610,77.5,1,0
2994,2003,1,1,2,2,0,132,68.2,1,68.4,1,0
2995,2003,1,321,4,3,0,11,44.2,310,85.6,1,0
2996,2003,1,1,5,2,0,160,76.8,314,85,1,0
2997,2003,1,1,2,7,0,49,58.6,1,67.8,5,0
2998,2003,1,1,2,2,0,132,63,1,66.4,1,0
2999,2003,1,1,2,2,0,132,69.7,1,75.8,1,0
3000,2003,1,1,2,4,0,47,55.9,1,72.8,10,1
3001,2003,1,1,24,4,0,12,62.5,1,79.6,10,1
3002,2003,1,321,4,7,0,88,57.6,1,62.9,4,0
3003,2003,1,1,3,2,0,160,65,1,85.5,1,0
3004,2003,1,1,2,2,0,132,78.1,1,77,1,0
3005,2003,1,1,6,2,0,132,63,1,59,1,0
3006,2003,1,1,3,4,0,48,69.6,310,96.8,10,1
3007,2003,1,1,2,2,0,132,67.5,313,93.4,1,0
3008,2003,1,1,2,2,0,132,69.2,1,71.6,1,0
3009,2003,1,1,4,2,0,160,68.4,1,80.6,1,0
3010,2003,1,1,2,2,0,132,68.6,1,74.7,1,0
3011,2003,1,1,2,2,0,132,64.9,1,63.7,1,0
3012,2003,1,1,24,3,0,13,48.2,2,62.2,1,0
3013,2003,2,1,5,2,0,160,81.2,1,93.3,1,0
3014,2003,1,1,4,2,0,160,65.7,313,94.7,1,0
3015,2003,1,1,3,4,0,17,56.9,310,88.2,10,1
3016,2003,1,1,4,2,0,160,77.5,1,86.9,1,0
3017,2003,2,1,2,2,0,132,69.1,310,96.7,1,0
3018,2003,2,1,2,2,0,132,67.7,313,90.7,1,0
3019,2003,1,1,2,2,0,132,67.7,1,74.9,1,0
3020,2003,2,1,2,2,0,132,90,1,94.3,1,0
3021,2003,1,2,3,2,0,160,88.7,310,99.4,3,0
3022,2003,1,897,4,2,0,160,73.2,1,66.7,1,0
3023,2003,1,1,2,2,0,132,68.3,1,75.9,1,0
3024,2003,1,1,24,4,0,15,54.5,1,67.6,10,1
3025,2003,2,341,24,7,0,34,85.2,1,92.1,1,0
3026,2003,2,1,4,2,0,160,68.6,1,90,1,0
3027,2003,1,2,4,2,0,160,85.9,1,92.7,3,0
3028,2003,1,1,4,3,0,62,55.8,1,85.6,4,0
3029,2003,1,2,3,2,0,160,68.6,2,90.6,1,0
3030,2003,2,1,4,2,0,160,69.3,1,85.9,1,0
3031,2003,2,1,2,2,0,132,66.1,1,64.3,1,0
3032,2003,1,1,2,2,0,132,70.4,1,79.9,1,0
3033,2003,1,320,2,2,0,132,70.3,1,60.1,1,0
3034,2003,1,2,4,2,0,160,62.6,2,85.1,1,0
3035,2003,1,1,24,7,0,24,50,1,75.7,4,0
3036,2003,2,1,2,2,0,132,64.5,1,66.1,1,0
3037,2003,1,1,5,2,0,160,74.5,1,83.4,1,0
3038,2003,1,1,24,3,0,10,46.5,310,76,1,0
3039,2003,1,1,2,2,0,132,65.5,1,65.5,1,0
3040,2003,1,1,4,2,0,160,60.9,1,82.1,1,0
3041,2003,2,1,7,2,0,132,67.8,1,64.2,1,0
3042,2003,2,1,24,7,0,0,38.3,1,78.1,1,0
3043,2003,1,1,2,2,0,132,63.8,1,71.1,1,0
3044,2003,1,1,24,4,0,40,60.4,1,61.9,10,1
3045,2003,1,1,2,2,0,132,61.3,1,62.9,1,0
3046,2003,1,1,6,2,0,132,70.7,1,64.8,1,0
3047,2003,2,2,2,2,0,132,72.1,1,62,1,0
3048,2003,2,1,2,2,0,132,72,1,69.7,1,0
3049,2003,1,1,24,4,0,40,64.4,1,62.4,10,1
3050,2003,2,321,2,2,0,132,64.4,1,79.8,1,0
3051,2003,1,1,2,2,0,132,64.6,1,76.4,1,0
3052,2003,1,310,3,4,0,44,65.4,310,84.2,10,1
3053,2003,1,1,4,2,0,160,77.2,1,84,1,0
3054,2003,1,1,2,2,0,132,61.6,1,63.6,1,0
3055,2003,1,1,2,2,0,132,60.9,1,66.5,1,0
3056,2003,1,1,2,2,0,132,67.7,1,71.2,1,0
3057,2003,2,321,3,2,0,160,73.2,310,94.7,1,0
3058,2003,1,800,24,3,0,6,94.5,800,85,1,0
3059,2003,1,1,4,2,0,160,85,1,90.9,1,0
3060,2003,1,1,2,2,0,132,71.7,1,71,1,0
3061,2004,1,1,5,2,0,160,71,313,94.8,1,0
3062,2004,2,1,5,4,0,48,60.2,313,81.7,10,1
3063,2004,1,1,6,2,0,132,66.1,312,60.1,1,0
3064,2004,1,1,5,2,2,160,64.1,1,82.8,1,0
3065,2004,2,1,4,2,0,160,69.3,1,82.8,1,0
3066,2004,1,1,5,7,0,56,52.6,310,95.3,10,1
3067,2004,1,1,3,2,0,160,79.7,1,91.2,1,0
3068,2004,1,1,2,2,0,132,62.6,1,68.3,1,0
3069,2004,1,1,3,4,0,0,0,1,86.8,10,1
3070,2004,1,1,2,2,0,132,78.3,1,79.3,1,0
3071,2004,1,1,6,2,3,132,61.7,1,72.6,1,0
3072,2004,1,1,4,4,0,22,78.6,1,93,10,1
3073,2004,1,1,2,2,0,132,72.7,1,77.3,1,0
3074,2004,2,1,24,7,0,0,35,1,75.7,1,0
3075,2004,1,1,6,3,0,64,58.4,310,91.9,4,0
3076,2004,2,1,2,2,0,132,64.7,310,84,1,0
3077,2004,1,1,2,2,0,132,70.3,1,70.9,1,0
3078,2004,1,1,2,2,0,132,62.2,1,69.1,1,0
3079,2004,1,1,4,4,0,0,0,1,96.2,10,1
3080,2004,1,1,2,2,0,132,61.1,1,73.4,1,0
3081,2004,1,1,4,2,0,160,77.1,1,85.1,1,0
3082,2004,2,1,4,3,0,39,54.6,310,86.6,4,0
3083,2004,1,1,2,2,0,132,67.6,1,64.7,1,0
3084,2004,1,1,2,7,0,44,57.8,1,61.9,4,0
3085,2004,1,1,5,2,0,160,71.5,1,88,1,0
3086,2004,1,1,2,2,0,132,69.9,1,78.6,1,0
3087,2004,1,1,3,2,0,160,70.3,1,86.6,1,0
3088,2004,1,1,4,2,0,160,63.2,1,81.3,1,0
3089,2004,1,1,2,2,0,132,64.3,1,71,1,0
3090,2004,1,1,4,4,0,0,0,610,96.3,10,1
3091,2004,1,1,2,2,0,132,61.7,1,78.3,1,0
3092,2004,1,1,6,2,0,132,71.5,1,65.5,1,0
3093,2004,1,1,2,2,0,132,79.8,1,77,1,0
3094,2004,1,1,2,2,0,132,63.9,1,63.9,1,0
3095,2004,1,1,24,7,0,21,55.3,1,78.2,5,0
3096,2004,1,1,4,2,0,160,69.6,1,80.1,1,0
3097,2004,1,1,24,7,0,0,35,1,74.8,1,0
3098,2004,1,1,2,2,0,132,61.3,1,63.9,1,0
3099,2004,1,1,3,2,0,160,64.1,1,82.5,1,0
3100,2004,1,1,3,2,0,160,86.5,610,90,1,0
3101,2004,1,1,2,2,0,132,73.5,1,64.7,1,0
3102,2004,1,1,3,2,0,160,61.8,1,86.4,1,0
3103,2004,1,2,24,7,0,0,35,331,87.1,1,0
3104,2004,1,1,2,2,0,132,71.3,1,72.9,1,0
3105,2004,1,2,5,2,0,160,66.3,2,80.8,1,0
3106,2004,1,1,3,2,0,160,68.1,1,86.3,1,0
3107,2004,1,1,2,2,0,132,62.6,313,80.8,1,0
3108,2004,2,1,3,2,0,160,65.4,1,87,1,0
3109,2004,2,1,2,2,0,132,63.1,314,85.1,1,0
3110,2004,1,1,3,2,0,160,68.1,310,97.6,1,0
3111,2004,1,1,4,2,0,160,90.3,610,96.9,1,0
3112,2004,1,1,7,2,0,132,62,1,78.9,1,0
3113,2004,1,1,7,2,0,132,72.8,1,79.2,1,0
3114,2004,1,1,4,2,0,160,66.6,1,87.5,1,0
3115,2004,2,1,4,2,0,160,88.6,1,85.1,1,0
3116,2004,2,1,2,2,0,132,68.2,1,78.7,1,0
3117,2004,1,1,2,2,0,132,69.8,1,71.4,1,0
3118,2004,1,2,3,4,0,13,84.6,2,86.9,10,1
3119,2004,1,1,6,2,0,132,70.3,1,77,1,0
3120,2004,1,1,6,2,3,132,64.7,1,70.3,1,0
3121,2004,2,1,5,2,0,160,77.1,1,85.7,1,0
3122,2004,2,1,7,2,0,132,69.6,1,77.4,1,0
3123,2004,1,1,2,2,0,132,69,1,71.8,1,0
3124,2004,1,1,2,2,0,132,77,1,71.2,1,0
3125,2004,1,1,2,4,0,34,58.1,1,61.4,10,1
3126,2004,1,2,5,2,0,160,64.9,2,83,1,0
3127,2004,1,1,2,2,0,132,62.9,1,69.9,1,0
3128,2004,1,1,5,2,0,160,77.9,1,82.3,1,0
3129,2004,1,1,5,2,0,160,61.6,317,86.8,1,0
3130,2004,1,1,6,2,0,132,66.9,1,66.6,1,0
3131,2004,2,1,6,2,0,132,76.1,1,72.3,1,0
3132,2004,1,1,2,4,0,59,61.7,1,67.3,10,1
3133,2004,1,1,6,2,0,132,66.5,1,78.2,1,0
3134,2004,1,1,24,4,0,0,0,1,71,10,1
3135,2004,1,1,6,2,0,132,68.4,1,67.1,1,0
3136,2004,1,1,2,4,0,24,59.2,1,60.3,10,1
3137,2004,1,1,2,2,0,132,70.1,1,76,1,0
3138,2004,1,1,3,2,0,160,90.3,1,97,1,0
3139,2004,1,1,3,2,0,160,65.1,1,83.6,1,0
3140,2004,1,1,4,7,0,0,35,1,92.3,1,0
3141,2004,1,1,5,2,0,160,69.7,314,96.5,1,0
3142,2004,1,1,2,2,0,132,65.2,1,70.7,1,0
3143,2004,1,1,2,2,0,132,63.2,1,75.9,1,0
3144,2004,2,1,5,2,0,160,68.8,610,95.9,1,0
3145,2004,2,1,3,2,0,160,86.9,610,95.6,3,0
3146,2004,1,1,3,2,0,160,62.5,610,85,1,0
3147,2004,1,1,3,2,0,160,60.8,310,87.2,1,0
3148,2004,1,1,2,2,0,132,75.2,1,78.1,1,0
3149,2004,1,1,2,2,0,132,71.2,1,60,1,0
3150,2004,1,1,4,4,0,33,65.1,610,83.7,10,1
3151,2004,2,1,24,7,0,0,35,1,67.8,1,0
3152,2004,1,1,24,4,0,15,63,610,81.3,10,1
3153,2004,1,1,7,2,0,132,68,1,64.8,1,0
3154,2004,1,1,4,2,0,160,85.5,610,95,3,0
3155,2004,1,1,2,2,0,132,72.2,317,76.3,1,0
3156,2004,1,1,6,2,0,132,60,1,69.4,1,0
3157,2004,1,1,3,2,0,160,61.3,310,93.8,1,0
3158,2004,1,1,6,2,0,132,62.2,1,72.2,1,0
3159,2004,2,1,2,2,0,132,76.7,1,81,1,0
3160,2004,1,1,4,2,0,160,62.5,310,92.7,1,0
3161,2004,1,610,24,4,0,0,0,610,83.7,10,1
3162,2004,1,1,3,4,0,0,0,610,96.9,10,1
3163,2004,1,1,3,2,0,160,80.5,2,96.6,3,0
3164,2004,1,1,24,3,0,6,46.7,310,85.8,1,0
3165,2004,1,1,2,2,0,132,64.3,1,65.4,1,0
3166,2004,1,1,2,2,0,132,68,1,76.5,1,0
3167,2004,1,1,4,2,0,160,76.5,610,95,1,0
3168,2004,1,1,3,2,0,160,71.5,610,88.8,1,0
3169,2004,2,1,7,2,0,132,68.3,1,64.4,1,0
3170,2004,1,1,4,2,0,160,66.4,610,83.1,1,0
3171,2004,1,1,3,2,0,160,72.6,2,93.6,1,0
3172,2004,1,1,2,2,0,132,72.6,1,76.9,1,0
3173,2004,1,1,2,2,0,132,72.4,313,89.1,1,0
3174,2004,1,1,4,2,0,160,65.3,1,83.1,1,0
3175,2004,1,1,5,4,0,51,60.8,1,81.7,10,1
3176,2004,1,1,4,2,0,160,68.9,1,83.9,1,0
3177,2004,1,1,2,2,0,132,64.1,1,75.5,1,0
3178,2004,1,1,24,4,0,0,0,1,84.2,10,1
3179,2004,1,1,6,2,0,132,73.8,1,79.8,1,0
3180,2004,1,1,2,2,0,132,68.5,1,74.5,1,0
3181,2004,1,1,4,2,3,160,64.2,1,81.5,1,0
3182,2004,1,1,2,2,0,132,68.8,1,71.7,1,0
3183,2004,1,1,4,2,0,160,85.6,1,91.9,3,0
3184,2004,1,1,5,2,0,160,64.9,310,95,1,0
3185,2004,1,1,3,2,0,160,85.7,1,86.3,1,0
3186,2004,1,1,3,2,0,160,64.9,610,80.6,1,0
3187,2004,1,1,3,7,0,0,0,1,81,1,0
3188,2004,1,1,6,2,0,132,66.1,1,70.2,1,0
3189,2004,1,1,4,2,0,160,78.6,1,92,1,0
3190,2004,1,1,3,4,0,43,71.5,310,87.3,10,1
